r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
46,80,13,64,28,48,22,69,60,87,False,1508922697
46,42,29,5,23,15,39,16,51,64,False,1499681083
17,4,64,78,91,109,47,13,16,79,True,1510827108
114,63,22,51,31,9,41,68,7,65,True,1507540461
39,109,104,71,112,49,20,38,68,28,True,1510131634
74,41,96,68,7,95,13,97,5,86,False,1509012413
1,49,38,68,51,9,82,41,103,64,False,1507626389
74,109,78,88,3,47,69,104,64,60,False,1508403764
1,39,38,112,28,80,34,41,51,30,True,1511341287
74,18,55,16,64,25,15,7,81,68,True,1500289187
13,29,19,27,71,113,108,9,87,107,False,1511082893
77,43,78,27,84,41,64,22,40,51,True,1507801594
81,68,38,107,27,13,59,2,87,60,False,1500380578
7,70,29,32,30,48,39,51,87,37,False,1499763967
20,99,16,86,69,92,11,51,57,27,False,1500286067
46,9,30,40,96,11,114,108,27,87,False,1508749585
76,97,18,14,5,10,46,78,27,86,False,1499158867
36,8,55,16,87,59,77,107,57,111,True,1501154032
40,33,43,88,68,48,9,7,79,28,False,1507712890
39,97,70,26,30,25,6,13,16,91,False,1499334929
49,23,20,90,68,17,81,21,16,87,False,1509618869
93,39,90,28,20,72,13,65,88,112,False,1507629520
94,52,78,30,107,74,12,38,75,51,False,1511590679
1,9,53,62,64,106,54,55,112,88,True,1508409422
9,69,20,64,7,11,8,108,32,30,True,1508931808
76,41,88,16,68,106,42,69,75,28,False,1511607136
9,104,16,58,3,61,59,7,111,107,False,1509443193
35,41,38,16,30,94,52,78,23,111,False,1511172759
34,41,65,30,51,17,20,64,28,5,True,1510740716
10,106,9,102,86,8,23,43,65,27,True,1501584441
92,20,57,64,88,72,74,7,23,27,True,1499856942
99,7,40,84,31,43,41,60,68,23,True,1499940568
6,9,88,16,64,43,29,47,90,51,True,1510135050
1,45,69,23,64,8,9,97,51,31,False,1508925757
34,8,38,91,3,39,22,96,107,64,False,1509614064
11,6,36,31,71,1,34,51,20,107,False,1509357984
11,81,96,71,20,19,68,112,101,86,False,1511086035
8,39,29,86,71,109,43,7,28,27,False,1511263426
10,13,78,23,5,106,48,57,14,86,False,1499677262
9,74,41,86,7,1,47,51,32,50,True,1500543086
34,18,38,62,68,48,106,9,16,79,True,1511682502
72,76,29,90,51,92,33,56,27,107,False,1501063430
74,44,27,69,71,82,9,53,100,68,False,1510566703
42,52,38,62,30,11,104,71,20,85,True,1510048479
81,104,106,5,51,47,6,13,60,50,True,1500978160
40,4,74,75,71,9,53,6,5,103,True,1508750172
36,9,7,75,107,114,47,55,68,16,True,1508317410
43,8,55,86,64,54,46,60,31,87,True,1502186582
82,76,64,23,7,74,48,102,60,30,True,1508753597
47,18,9,89,84,39,8,57,16,87,True,1510653362
63,47,57,90,88,13,20,16,60,64,False,1499344317
46,53,36,64,28,18,13,9,112,60,False,1509357601
1,13,69,88,64,6,9,7,16,37,True,1508837852
76,48,55,7,84,4,46,102,27,62,False,1508324774
48,96,15,30,23,8,39,29,112,14,False,1511423990
17,52,38,64,83,35,9,13,15,71,True,1510573439
17,95,104,37,16,25,36,85,71,64,True,1499251581
54,49,38,64,71,36,19,104,60,84,False,1511665370
44,38,36,101,112,113,56,102,27,107,True,1509445042
1,39,78,20,60,76,54,16,64,28,True,1510827325
74,48,96,30,71,109,106,98,64,107,True,1508321691
39,63,16,85,62,96,43,8,64,83,False,1510045407
17,18,68,14,88,106,81,7,40,27,True,1507544067
39,72,86,29,71,43,81,51,16,112,True,1510390521
61,106,40,64,88,4,104,63,107,87,False,1509354273
15,13,98,16,75,39,8,69,7,86,False,1499336102
18,97,65,27,5,10,25,55,23,64,True,1500372021
54,74,13,7,5,34,80,96,64,23,True,1508062100
59,43,7,57,3,64,1,15,71,87,False,1509440509
25,41,68,7,65,9,17,40,51,87,False,1507638928
23,44,38,101,68,72,35,51,7,64,True,1510563527
74,8,96,26,60,6,7,49,68,23,False,1499939711
13,38,114,23,68,18,47,7,27,107,True,1508237788
43,114,10,23,31,39,53,41,7,30,True,1507545560
39,106,99,87,90,25,13,81,68,51,False,1500368415
8,74,96,64,84,72,45,29,89,50,True,1511579741
43,81,41,107,68,76,18,69,88,84,False,1499853851
63,51,22,68,107,48,13,97,87,112,True,1510822813
109,39,78,112,71,1,74,2,7,86,True,1510736415
17,20,96,28,68,34,8,29,16,64,False,1511352321
114,76,7,64,103,47,1,69,107,87,False,1509440393
72,17,97,68,86,34,8,20,38,71,True,1510649903
8,17,96,64,83,59,22,104,92,84,True,1511668784
114,2,63,64,27,42,49,61,45,71,False,1508924216
8,22,96,64,83,43,19,104,3,84,False,1511672352
34,40,103,41,75,73,81,69,112,91,False,1508146223
92,76,7,111,14,72,41,22,86,83,False,1499947099
63,35,28,112,78,48,39,29,16,68,False,1511427731
11,72,51,86,84,74,55,41,88,112,False,1510826054
39,59,104,85,37,98,92,7,88,30,False,1499943816
48,40,88,86,91,74,95,2,84,27,False,1501578335
82,109,37,51,79,48,106,41,23,20,True,1500283176
17,18,13,5,23,74,8,71,75,20,False,1510046416
29,40,114,107,91,61,95,104,51,101,False,1509440573
11,53,4,27,107,25,95,51,60,31,True,1508922004
46,59,16,104,64,74,95,51,86,5,False,1500022828
34,81,7,88,68,18,39,78,64,28,False,1511168367
39,13,92,31,88,99,77,49,90,27,True,1502355919
25,6,2,51,86,17,77,7,16,87,True,1500983020
99,72,106,16,90,28,39,53,95,50,True,1500026594
22,70,102,7,112,1,44,97,88,37,False,1500285338
41,9,108,68,107,74,114,69,92,87,True,1509443518
49,8,55,7,64,22,99,27,88,23,True,1500292613
25,8,16,27,111,48,47,50,9,7,True,1501751152
17,19,98,27,107,48,13,78,112,28,False,1510739286
39,54,104,71,68,95,9,65,111,88,False,1509009102
74,54,75,112,51,108,35,64,20,7,True,1511176249
72,47,51,86,87,114,9,97,7,68,False,1507627878
102,12,46,111,107,47,94,41,23,112,True,1508317386
1,34,60,112,85,41,43,96,107,68,False,1511168766
1,9,45,16,50,19,63,7,86,51,False,1508324210
17,69,81,7,27,44,53,19,106,84,True,1511259721
72,49,97,16,84,34,18,78,28,37,False,1511345613
46,55,114,75,71,48,106,53,92,20,False,1508753894
13,48,57,60,79,8,69,47,107,14,False,1511598720
82,8,102,64,7,9,36,16,71,27,True,1507798809
35,64,41,97,111,73,74,38,69,112,True,1510658986
13,96,54,112,60,94,39,29,16,64,True,1511575880
1,106,104,23,68,11,40,28,30,60,True,1500377088
76,70,57,75,16,74,95,104,23,68,True,1501069486
114,106,40,86,28,34,12,65,88,111,False,1508403629
39,57,6,16,30,40,41,68,37,84,False,1499339835
54,46,2,62,84,48,106,3,88,107,False,1500541205
46,70,69,51,112,12,9,96,26,86,True,1510563891
17,80,13,27,60,15,106,55,64,5,True,1499331866
40,56,57,64,100,70,106,28,85,5,True,1499072561
1,11,41,60,5,22,114,7,64,27,True,1501492042
61,76,45,107,112,9,29,59,7,111,True,1508145244
48,35,96,51,30,11,44,78,107,75,True,1510736670
74,44,9,96,68,61,12,108,64,7,False,1508403951
68,56,108,51,27,35,20,88,86,14,True,1499075234
69,61,77,112,30,4,74,65,64,60,False,1508922068
19,15,104,68,71,114,108,39,64,23,False,1510737028
95,54,25,22,51,17,9,90,99,64,True,1508150030
46,36,29,88,68,8,74,7,60,101,True,1507635641
67,39,21,28,20,6,9,79,47,27,True,1509622714
109,56,45,107,5,9,72,7,68,23,True,1508148813
17,70,65,60,64,8,43,108,30,111,False,1507798796
12,15,16,27,100,9,20,104,28,68,True,1501149646
63,22,2,64,88,6,92,38,50,20,False,1509526795
74,54,38,51,84,72,43,78,64,85,True,1511586008
95,22,78,60,27,43,48,38,28,87,True,1511256656
22,95,53,87,51,9,114,62,60,100,True,1509009987
9,16,18,31,51,109,41,112,7,64,False,1507631085
35,74,2,103,20,94,42,21,87,7,True,1510831398
47,18,53,88,64,109,9,7,16,79,True,1508835657
1,102,25,86,20,74,18,55,16,64,False,1501589463
13,6,112,85,20,43,63,114,27,51,True,1510049890
63,36,43,60,27,95,13,41,68,7,False,1508407064
53,47,114,27,71,95,69,13,23,31,False,1508317369
43,81,64,29,14,8,39,108,60,87,False,1511603011
74,108,41,30,16,94,52,38,91,84,False,1511254887
35,54,104,101,92,102,23,11,85,37,True,1510134787
54,17,96,16,64,93,35,108,27,14,True,1510139578
46,1,16,23,68,13,6,41,86,100,True,1501066618
25,67,99,31,87,46,40,13,92,37,False,1502360176
8,45,53,112,23,48,9,104,16,79,False,1509012061
92,6,108,37,51,48,76,41,100,87,True,1500460136
74,54,55,3,28,13,20,96,14,79,False,1509617790
82,4,16,88,27,13,54,2,71,87,False,1501157712
19,9,16,85,91,1,47,112,78,71,False,1510822942
98,36,9,60,87,49,70,51,78,64,True,1508413066
81,34,53,7,112,9,13,67,20,28,True,1510219946
22,12,40,64,60,63,74,51,88,68,False,1508835730
63,34,40,16,68,77,9,69,86,71,False,1508144901
17,38,54,68,16,73,52,108,51,30,False,1511176555
74,8,108,68,7,23,36,56,64,29,True,1508408425
12,50,33,107,112,46,36,96,85,3,True,1539615438
109,114,45,7,84,106,110,32,2,3,True,1539105151
73,12,63,27,85,109,17,5,2,112,True,1539441038
42,106,40,53,110,98,70,72,91,84,False,1539273065
6,39,96,79,83,109,36,22,19,2,True,1539437727
11,106,96,84,91,36,9,81,112,5,True,1539351370
17,63,2,7,3,109,74,19,85,86,True,1539091973
12,9,19,65,31,34,49,110,84,3,True,1539021884
109,25,84,119,22,72,4,59,91,111,False,1539265292
25,56,36,112,31,1,22,84,110,2,False,1539110002
12,70,74,21,85,82,6,63,84,7,False,1539205796
17,95,25,84,31,67,106,45,7,112,False,1539008526
25,63,65,84,5,109,2,112,60,3,False,1539536768
46,36,78,112,84,17,6,45,85,83,True,1539178623
17,36,112,96,90,59,9,40,3,83,False,1539018770
95,17,45,84,83,70,99,56,112,119,True,1539005607
46,12,2,110,3,114,104,97,63,84,True,1539201416
109,96,27,79,84,19,4,63,36,75,True,1539788831
70,22,25,106,110,12,19,112,63,31,True,1539631785
70,19,106,110,22,9,63,74,3,83,True,1539197538
74,95,110,29,84,56,19,2,25,75,True,1539367768
114,22,36,112,84,34,21,25,106,66,False,1539627487
12,22,78,112,51,6,36,45,110,84,False,1539182787
74,6,112,2,84,33,72,22,3,91,False,1539610965
11,40,2,112,68,25,70,9,111,7,True,1539101109
74,40,81,5,91,61,12,78,85,112,False,1539270387
35,70,112,110,84,9,6,36,7,85,False,1539622895
82,70,110,86,84,14,112,9,114,5,False,1539354199
39,6,96,112,3,49,67,36,53,83,False,1539445147
22,67,53,63,112,49,6,45,84,33,True,1539096300
58,6,92,84,20,53,114,67,7,75,True,1539363925
11,12,33,111,7,61,36,63,100,3,True,1539539589
23,42,45,110,7,73,6,9,112,19,False,1539102078
45,70,2,103,84,10,50,96,7,85,False,1539785071
63,42,74,119,84,109,25,9,3,7,True,1537487530
11,84,85,105,39,55,86,32,89,14,True,1537534534
45,63,19,58,30,44,23,36,110,2,False,1537376681
34,17,41,100,31,72,74,29,112,91,True,1537499594
1,39,78,112,26,48,17,57,75,20,True,1537224266
63,49,2,75,119,72,45,19,91,62,True,1537277952
46,36,41,107,110,45,19,70,25,119,True,1537495395
61,90,25,7,5,45,50,20,48,53,True,1537526120
72,61,96,3,91,82,6,9,112,85,False,1537358064
17,112,70,96,119,40,25,67,5,7,True,1537283414
72,49,29,84,91,39,63,12,88,75,True,1537149667
9,77,22,51,20,73,70,63,7,75,True,1537153209
109,59,58,51,5,10,19,22,103,84,True,1537211653
17,42,2,110,112,72,108,106,91,3,True,1537209940
36,72,96,5,91,10,108,4,119,66,False,1537525960
6,9,13,20,85,109,34,19,110,112,False,1537429359
106,36,104,75,103,48,19,45,62,3,False,1537187840
33,106,67,7,3,63,74,2,112,83,False,1537376592
17,77,5,2,3,40,74,41,51,31,True,1537467957
94,70,58,51,112,44,36,19,100,75,True,1537401471
114,25,21,41,5,72,47,2,3,91,True,1537177692
114,9,45,75,83,61,58,70,64,7,True,1537439169
10,19,63,89,3,48,4,51,83,75,False,1537289679
59,63,119,19,68,72,17,96,91,31,False,1537410848
109,106,96,79,31,17,67,41,112,7,False,1537168836
25,63,108,64,83,48,74,86,4,112,True,1537552863
19,78,77,75,20,34,54,96,5,62,False,1537205937
72,19,45,64,91,59,41,9,31,7,False,1537409019
61,105,63,7,107,14,52,74,86,53,True,1537295216
23,10,45,3,7,73,72,21,96,85,True,1537204759
106,63,19,86,111,36,49,41,31,7,False,1537326641
11,40,96,19,75,17,9,36,84,7,True,1537395995
10,45,23,7,53,109,36,65,100,75,True,1537414051
4,67,60,5,31,36,8,19,70,75,False,1537569756
4,63,110,2,20,34,56,96,86,84,False,1537348020
25,72,70,84,91,22,56,19,75,119,False,1537167751
74,4,63,119,7,72,23,96,91,3,False,1537196232
73,9,19,31,83,61,53,65,112,84,False,1537448762
114,23,36,111,7,113,78,19,75,107,False,1537417391
63,70,25,88,20,12,9,36,75,23,False,1537332505
46,49,104,90,2,12,33,17,71,75,True,1537482546
41,23,36,110,85,74,56,65,111,7,True,1537154708
67,52,45,85,7,17,12,112,78,75,True,1537160443
73,9,114,66,3,92,72,96,91,5,True,1537381520
61,49,96,100,84,6,17,38,63,85,False,1537572801
95,9,96,112,84,109,22,78,19,110,True,1537376586
1,19,78,51,68,17,8,36,75,7,True,1537513715
44,9,96,110,71,12,98,19,112,75,True,1537474309
12,49,70,91,31,10,52,78,21,85,True,1537157088
54,49,112,7,3,52,77,65,75,63,False,1537164288
67,49,42,5,75,56,108,77,53,7,False,1537167936
109,25,78,112,100,12,19,96,84,119,True,1537471012
12,9,97,86,7,67,108,45,3,51,True,1537430499
46,63,19,103,91,17,49,84,68,7,False,1537203569
97,105,19,65,14,36,46,72,91,26,False,1537523490
61,46,9,7,86,63,70,82,119,20,True,1537409177
12,25,19,20,85,109,74,33,100,75,False,1537200010
110,12,19,53,84,61,52,114,66,83,False,1537344105
34,42,70,112,51,6,9,40,7,75,False,1537379726
25,67,100,58,119,113,45,65,19,75,False,1537459099
56,106,104,66,86,25,9,53,6,84,True,1537347680
63,57,36,19,84,12,22,45,112,88,True,1537443694
23,63,4,112,71,74,41,110,83,85,True,1537440228
67,61,45,85,21,1,92,7,84,31,False,1537311775
106,19,65,66,91,109,102,78,112,21,False,1537214726
25,63,64,88,71,73,36,42,110,83,True,1537386052
63,59,38,5,23,19,47,110,96,83,True,1537509038
46,41,2,75,105,19,67,42,25,84,True,1537107470
9,114,110,58,107,12,53,70,7,3,False,1537472079
9,35,36,75,83,72,25,78,84,91,False,1537435569
109,9,102,5,70,40,17,22,79,75,False,1537463295
48,23,45,86,85,109,4,36,110,88,False,1537245033
95,49,119,22,3,77,63,17,53,107,False,1537376507
92,63,6,21,85,22,67,33,66,7,True,1537357924
109,59,57,75,7,98,67,63,31,83,True,1537414627
109,9,63,79,7,33,23,67,112,2,False,1537476963
78,56,4,90,112,25,70,9,7,75,True,1537326839
23,67,45,103,66,1,74,36,75,88,False,1537205657
34,9,41,103,31,46,69,106,91,3,False,1537504002
53,19,52,51,79,12,74,36,75,7,False,1537337032
33,17,77,27,85,25,41,2,110,90,False,1537348642
19,9,32,31,7,113,42,17,20,85,False,1537361362
109,74,63,75,7,106,22,70,91,83,True,1537353840
94,63,112,58,20,9,25,33,7,83,False,1537428099
25,42,33,66,86,45,8,19,85,119,True,1537361250
61,63,69,112,88,12,17,36,100,86,True,1537350264
10,58,56,7,20,72,23,36,91,83,False,1537363979
36,44,45,86,83,12,78,22,7,31,True,1537174168
49,23,56,7,86,74,6,78,63,83,False,1537066708
95,17,19,112,3,18,49,63,90,84,True,1537385342
1,53,70,69,66,48,4,45,100,75,False,1537266025
48,23,58,69,85,25,67,9,7,83,False,1537181396
6,49,2,112,84,12,22,78,7,5,False,1537367105
98,114,9,75,107,95,76,96,104,112,True,1537406674
52,8,107,114,68,6,53,64,50,21,False,1537543242
46,9,96,5,84,36,4,63,119,85,False,1537482589
63,114,106,68,85,25,109,53,7,5,False,1537204572
43,41,65,110,84,39,95,19,112,107,True,1537415996
17,56,5,38,3,25,63,108,85,7,False,1537478716
72,19,17,85,91,25,67,96,112,119,True,1537264651
73,40,45,68,7,11,92,36,119,85,False,1537174379
41,68,49,36,88,10,45,69,75,100,False,1537220624
61,63,22,88,75,73,56,36,7,20,False,1537359905
67,74,112,96,119,72,43,65,2,91,False,1537381282
49,96,70,83,112,109,17,45,107,75,False,1537386388
67,78,90,9,85,34,63,53,23,75,False,1537341999
19,61,42,90,66,17,54,58,75,107,False,1537322381
52,109,2,7,64,63,34,25,3,83,False,1537316503
17,42,96,119,112,72,36,91,85,71,False,1537352903
74,6,63,36,19,12,17,53,65,75,True,1537375623
61,33,9,20,85,106,63,12,107,75,True,1537336726
10,22,19,119,5,109,45,100,53,36,True,1537379120
74,95,45,107,3,77,46,58,7,84,False,1537149611
21,17,9,6,84,25,77,36,120,85,True,1537344259
40,34,36,19,64,17,9,70,112,83,True,1537434237
19,67,56,16,31,61,9,83,110,84,False,1537347958
67,22,4,7,31,109,54,49,112,3,True,1537163929
67,23,96,119,85,9,10,45,7,112,True,1537434338
72,74,36,91,26,10,19,88,103,85,True,1537333964
67,22,110,38,85,25,9,70,103,31,True,1537409005
73,9,36,64,7,17,63,79,83,112,True,1537468933
12,17,63,112,7,8,19,97,66,86,True,1537376988
77,91,51,120,73,109,70,23,105,79,False,1537297044
63,40,36,19,58,109,108,70,100,75,True,1537201404
12,22,69,7,111,49,63,108,78,75,False,1537192613
114,19,7,65,112,72,23,96,91,83,False,1537370601
17,56,120,19,3,67,23,63,20,85,False,1537430551
52,9,70,20,110,25,12,19,5,7,False,1537425681
73,45,110,78,84,12,102,9,112,107,False,1537434612
10,92,120,53,7,21,77,36,51,75,True,1537346787
72,10,45,91,20,73,63,4,119,85,True,1537368309
72,106,7,110,91,17,56,36,119,20,True,1537189569
75,62,104,40,105,14,27,16,7,32,True,1537292822
22,42,67,100,90,17,40,56,53,88,True,1537268012
67,49,110,31,83,25,63,77,64,7,True,1537274285
36,17,58,83,20,72,106,16,68,91,False,1537170998
113,64,23,19,31,109,36,74,119,75,False,1537326956
12,19,97,86,31,109,74,110,53,7,False,1537286246
74,67,45,7,3,106,40,9,112,85,True,1537389865
46,63,70,5,7,9,74,19,86,83,True,1537322680
45,92,9,85,20,17,70,19,7,112,True,1537423524
74,114,41,112,31,72,4,108,71,91,False,1537549357
109,106,5,2,85,12,74,110,107,75,False,1537343017
95,40,19,84,79,77,25,36,70,75,False,1537556763
53,4,17,119,62,106,63,40,88,75,False,1537444681
42,34,63,110,85,17,70,19,86,20,False,1537409067
12,74,58,14,75,4,56,36,7,5,True,1537200220
109,45,49,7,75,113,19,112,9,20,True,1537412654
36,56,2,110,51,6,74,9,7,75,True,1537418599
25,110,56,70,83,67,36,22,89,64,False,1537249793
73,9,70,53,85,67,4,56,112,83,True,1537463090
109,63,23,112,7,9,74,36,119,84,True,1537400539
49,36,93,110,85,67,9,65,88,112,True,1537326103
34,17,25,112,81,109,52,5,106,14,False,1537517179
41,19,9,110,84,95,63,106,107,3,True,1537379990
1,70,9,112,71,17,95,45,75,107,True,1537396260
67,13,96,21,85,72,9,6,112,91,False,1537322660
36,12,56,112,7,63,6,17,20,86,False,1537213144
12,9,40,114,84,77,70,74,86,75,False,1537254898
73,42,78,27,119,12,74,97,110,75,False,1537274294
70,36,9,112,85,113,19,110,7,53,True,1537380535
42,17,57,75,7,67,74,19,112,86,False,1537354416
11,63,42,75,86,9,25,33,7,20,False,1537424008
9,4,19,112,120,72,23,58,91,84,True,1537364967
10,36,23,7,5,72,19,9,112,91,True,1537345781
10,64,92,119,20,106,63,55,112,83,False,1537449322
77,59,33,19,75,67,23,83,7,110,True,1537186375
8,25,19,7,75,67,23,58,110,84,True,1537390368
59,16,9,52,20,12,45,19,119,110,True,1537456037
49,95,70,20,83,74,67,64,75,103,True,1537209208
25,63,96,86,83,12,59,9,7,112,True,1537439411
49,70,45,86,85,17,110,6,53,7,False,1537182296
50,75,66,88,14,114,99,92,112,90,False,1537521220
9,10,19,103,31,72,57,74,3,91,False,1537412332
46,63,19,7,119,6,9,96,21,84,False,1537344189
59,70,63,119,3,48,58,74,88,86,True,1537193905
6,17,19,5,16,25,53,12,88,26,True,1537434592
46,9,6,2,119,22,77,63,19,58,True,1537463036
12,25,86,84,83,40,63,74,110,71,True,1537564822
44,110,22,105,50,113,25,14,16,69,True,1537530696
81,45,69,75,100,94,36,41,53,103,True,1537300997
74,58,6,7,84,113,25,9,51,85,True,1537466894
113,74,110,88,3,49,95,36,32,20,True,1537259136
44,36,9,107,31,6,17,58,110,84,False,1537411187
72,7,19,91,5,61,40,114,20,66,True,1537373437
94,67,7,59,18,77,9,68,111,86,False,1537539836
25,19,42,110,3,82,9,36,119,85,False,1537329354
113,6,21,83,84,36,56,114,20,107,True,1537357974
72,4,108,91,71,76,77,63,23,75,True,1537369272
17,33,19,83,75,109,106,9,5,7,True,1537405584
109,70,36,7,20,114,21,4,111,5,True,1537181533
33,59,56,7,75,46,44,104,119,91,True,1537178216
70,99,45,90,2,25,98,9,79,85,False,1537492958
25,9,6,20,85,46,19,110,75,23,True,1537354022
8,50,19,7,5,25,42,55,110,119,True,1537430766
12,45,65,110,7,95,19,112,97,3,True,1537463685
61,63,36,83,75,25,72,84,79,33,True,1537561989
56,19,38,5,84,46,63,20,85,83,True,1537471053
52,12,88,110,3,113,36,6,119,85,True,1537240660
67,25,70,110,58,41,19,22,112,84,False,1537269938
46,72,36,75,107,12,56,33,119,85,False,1537170943
80,63,78,110,7,9,32,19,22,84,True,1537430650
109,25,4,112,88,22,63,41,110,84,True,1537467109
10,39,19,20,84,17,67,36,112,7,True,1537200122
113,25,110,66,7,36,41,112,119,69,False,1537236324
109,59,42,75,119,34,67,96,112,51,True,1537518775
48,22,96,42,91,17,36,72,85,119,True,1537177390
41,67,21,25,112,10,19,65,119,85,True,1537160188
42,2,22,110,119,12,45,70,20,75,True,1537344039
17,63,70,107,75,12,106,9,62,85,False,1537971654
63,17,45,119,19,113,74,36,110,84,True,1537886102
12,22,65,19,31,6,72,2,21,53,True,1537893003
12,46,96,110,83,8,9,49,7,31,True,1537899978
12,33,63,88,20,109,21,56,7,45,False,1537918692
73,9,58,7,53,44,45,36,27,2,False,1537928127
8,19,63,107,112,43,2,106,53,110,True,1537931702
12,33,21,53,20,56,22,112,70,85,True,1537910628
74,9,70,7,84,95,17,19,5,119,True,1537923314
46,10,53,70,20,109,106,19,110,84,False,1537885219
77,36,74,64,7,6,39,63,83,20,True,1537863896
11,53,42,66,7,106,63,97,25,75,True,1537974052
39,114,63,26,19,17,4,60,7,112,True,1537907755
74,9,56,114,84,109,17,19,21,20,False,1537914044
72,89,96,50,107,106,54,78,100,30,False,1521048075
12,39,60,107,26,120,9,106,5,89,True,1529989308
13,11,89,27,100,12,63,78,86,107,True,1512875834
94,13,2,16,50,76,8,96,79,107,False,1510333512
34,63,38,16,3,10,79,43,96,103,False,1512719292
74,20,96,85,87,12,19,39,28,112,True,1510578983
52,99,9,89,85,12,21,65,16,87,True,1529996036
11,38,41,112,88,72,47,57,107,87,True,1512710626
72,43,87,79,60,15,106,69,20,91,False,1526466952
76,72,119,16,88,8,43,29,103,3,True,1521815885
36,39,41,71,91,29,49,93,101,51,True,1499327761
10,47,65,112,60,72,49,29,111,84,True,1512735385
12,25,16,66,107,38,15,114,89,119,True,1521682663
48,13,104,51,30,8,47,16,26,85,False,1510502430
109,72,108,100,112,73,48,16,45,30,False,1521807075
13,19,20,100,87,11,40,16,30,51,False,1521036309
10,49,39,68,84,48,12,112,60,28,False,1512784761
72,76,58,83,86,8,108,47,16,64,True,1521725333
12,49,65,51,27,10,43,41,112,103,False,1512726371
54,15,49,60,87,94,19,45,119,30,True,1522114469
10,39,64,7,3,72,19,51,41,84,True,1510768826
