r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
74,12,38,110,20,48,52,49,66,84,False,1527994442
25,41,100,16,30,19,76,38,27,62,True,1524324964
46,109,100,38,87,43,120,72,62,26,True,1524240521
95,53,40,16,68,25,2,89,8,64,True,1524237081
92,108,8,100,86,52,65,76,16,83,False,1524689529
11,72,16,100,111,76,40,102,26,89,True,1524604754
48,22,86,96,3,81,9,60,52,79,False,1528103153
48,4,16,38,87,93,43,96,86,37,True,1527936738
19,102,41,103,68,95,25,38,91,3,False,1524513108
34,43,38,64,51,72,106,4,30,91,False,1528344834
25,53,65,32,60,109,19,69,68,111,True,1524695764
81,72,16,2,50,48,25,38,101,85,False,1528250414
52,63,108,37,69,48,39,16,96,79,True,1527939033
25,49,69,51,3,11,114,38,21,20,False,1527918615
10,49,52,55,28,19,39,57,119,87,True,1524553217
72,38,6,101,86,4,9,78,89,52,True,1528094782
10,58,19,86,68,113,15,65,16,3,True,1524244010
76,43,57,60,86,11,20,52,108,16,False,1524481354
44,43,100,29,20,74,76,41,103,30,True,1524564569
44,43,96,103,3,72,25,78,91,75,True,1527911537
48,64,104,84,30,54,106,38,21,16,False,1528017150
46,72,38,16,52,10,9,86,51,3,False,1528183116
25,9,98,64,88,11,77,4,86,3,False,1528175171
49,72,112,69,101,54,4,38,66,3,False,1528354819
95,13,15,38,3,52,53,81,16,30,False,1524596358
15,54,51,16,30,72,19,100,88,3,False,1524640166
114,76,69,103,3,23,41,101,16,37,False,1528599447
48,98,29,60,21,94,54,2,84,87,True,1528020825
25,19,55,119,50,8,49,64,100,111,True,1524415370
4,9,106,112,101,94,25,28,60,3,False,1528531620
80,15,29,119,100,39,44,110,87,89,True,1524402432
94,72,108,88,3,8,76,97,30,100,True,1524516819
93,23,38,101,37,49,41,16,52,3,True,1528163971
72,48,120,107,3,41,9,78,51,64,False,1527992878
72,47,65,16,52,34,95,78,62,86,False,1524458382
114,43,89,51,87,80,49,52,38,26,False,1528263284
46,92,38,89,37,94,23,29,101,87,True,1528626064
52,42,39,38,14,25,54,53,110,120,True,1524691931
48,92,65,16,87,72,19,49,28,68,False,1524362585
48,49,108,101,3,25,38,72,45,62,True,1528279684
4,23,108,22,3,17,42,120,87,89,True,1528272422
109,98,76,88,23,41,47,108,16,87,False,1524549840
40,49,53,52,51,15,39,57,100,62,False,1527908827
10,15,69,16,87,25,54,89,28,64,False,1528167129
8,77,52,16,37,49,43,65,88,89,True,1528081436
93,64,28,21,37,46,43,38,26,85,True,1527904915
15,12,108,52,16,54,25,65,7,68,True,1524383355
114,47,13,62,26,52,49,38,16,68,True,1524393126
72,35,57,60,87,48,43,49,86,51,True,1524600311
11,12,107,68,65,109,52,55,100,111,False,1524616403
52,57,43,71,111,12,53,92,16,79,False,1524572442
114,108,23,101,60,48,43,16,69,87,True,1528197952
80,15,29,119,100,57,43,42,60,31,True,1524320222
77,72,65,52,88,13,109,55,51,87,True,1524463401
72,25,41,89,30,81,19,63,16,87,True,1524250023
77,106,43,20,16,46,92,55,89,88,False,1528077679
8,43,38,101,3,81,49,120,60,87,False,1527991288
72,106,78,16,87,59,77,28,66,86,False,1528358614
41,76,38,101,87,92,93,2,22,30,True,1528543620
109,19,69,86,3,25,104,92,75,62,True,1524530390
95,52,103,65,3,48,21,2,79,101,True,1528106876
41,92,52,89,16,25,53,28,86,103,True,1524233579
48,106,57,87,3,93,49,52,86,16,True,1528028648
34,92,52,16,85,106,95,120,30,21,True,1528553828
54,10,96,119,100,25,93,108,111,103,False,1524586038
54,40,57,16,84,67,23,69,37,86,False,1528513985
34,72,16,86,62,80,43,20,85,30,False,1524335070
72,49,100,29,26,23,54,13,68,88,False,1524636179
41,40,60,53,26,12,19,55,100,30,True,1524599880
49,48,38,37,103,77,93,57,64,89,False,1527991319
12,19,33,86,30,54,57,49,100,87,False,1524612483
48,43,120,16,3,92,9,6,89,64,True,1528509632
25,45,41,68,28,76,95,38,100,30,True,1524376618
12,47,108,60,68,114,52,40,32,5,False,1524608095
109,43,60,86,52,11,113,38,51,20,False,1528596023
41,92,86,97,3,120,2,42,76,30,False,1524253210
9,12,2,21,20,34,92,38,100,37,False,1528340871
49,12,65,16,68,80,13,98,100,64,False,1524512939
23,15,60,52,79,72,21,45,88,3,True,1527928542
25,95,29,16,21,72,33,52,69,87,True,1528033032
95,39,38,103,20,72,43,16,87,2,False,1527931102
95,57,40,100,30,8,72,97,60,26,True,1524329916
48,47,104,37,16,41,25,38,103,87,False,1528113193
74,104,2,23,37,77,45,106,30,103,False,1528524417
52,47,38,103,3,72,43,64,78,85,False,1527908147
4,52,38,101,37,12,17,108,103,3,False,1528366120
106,72,69,26,37,92,6,28,50,52,True,1527943594
13,76,60,89,20,72,49,16,100,30,False,1524608522
25,103,69,52,62,41,47,19,64,107,False,1524699317
48,19,97,27,89,98,57,76,52,107,True,1524463364
72,49,69,87,85,46,43,57,16,3,False,1528171422
9,72,65,89,30,25,49,69,64,91,False,1528012449
25,54,29,62,27,95,36,102,16,3,True,1524320896
109,22,45,16,37,48,34,120,87,100,True,1524471507
13,15,57,90,89,1,53,52,16,86,True,1524646393
77,72,65,100,3,114,106,112,2,101,True,1528207026
93,23,69,16,3,95,39,52,38,85,True,1527904857
25,54,58,7,68,48,52,86,103,79,True,1524373238
46,72,102,52,16,54,25,29,86,7,True,1524380261
72,4,69,87,50,93,15,28,52,37,True,1527948598
49,57,92,89,64,72,43,60,16,87,True,1528254810
43,76,38,26,87,4,106,78,30,91,False,1528349671
11,52,57,119,107,109,49,16,120,50,False,1524650278
72,49,90,78,3,106,43,29,16,21,False,1528179788
12,23,51,52,85,17,6,9,89,3,False,1528007711
46,54,100,2,30,89,76,50,13,86,False,1524413787
93,108,43,21,87,48,4,38,89,64,False,1528203406
34,78,19,62,103,17,109,102,100,30,False,1524467212
95,43,108,16,3,48,25,53,69,101,True,1528099272
74,8,38,16,3,46,92,55,89,64,False,1528611743
109,40,57,16,3,54,22,65,30,62,True,1524316075
25,93,19,86,50,54,92,65,119,3,False,1524240148
94,93,43,21,37,36,41,106,91,20,False,1527991223
12,106,9,101,103,42,25,38,37,88,True,1528536467
72,43,57,87,85,12,38,106,37,88,False,1528001425
41,47,19,68,100,8,39,110,89,87,False,1524325552
25,41,16,120,30,46,95,13,100,3,False,1524334553
8,61,97,52,107,43,69,41,100,88,False,1524449092
114,43,52,16,31,4,41,38,21,3,False,1528616020
48,25,57,51,3,39,77,69,30,86,True,1527904932
35,77,43,87,20,48,72,2,101,84,False,1528006754
46,9,16,89,64,10,23,51,101,87,False,1528193379
56,101,78,103,20,48,36,49,7,37,True,1527998114
10,25,78,23,3,93,21,2,64,79,False,1527932764
25,43,9,89,85,113,80,78,114,52,True,1528336909
113,114,69,101,84,48,38,49,60,37,True,1528012291
10,43,60,66,86,61,9,57,16,30,True,1527994528
10,120,23,89,87,9,6,38,21,37,False,1528619812
49,63,69,22,87,52,93,96,100,37,True,1528295855
61,25,108,26,16,41,72,47,89,87,True,1524365995
12,16,19,69,87,76,41,57,62,3,False,1524328291
77,49,43,31,83,72,106,2,91,60,False,1527942539
9,41,78,89,30,17,63,52,60,84,True,1528003587
93,23,38,89,64,48,11,51,103,87,False,1527996693
35,55,80,16,20,76,61,41,89,68,False,1524651027
41,25,16,60,3,19,92,68,91,86,False,1524338290
72,43,102,52,107,54,47,19,30,16,True,1524466016
11,20,16,102,87,52,54,57,27,89,False,1524640433
10,53,38,119,100,41,45,108,7,86,True,1524315818
11,102,100,47,30,12,72,19,28,68,False,1524229495
72,81,26,29,101,11,69,43,51,3,False,1528284156
93,43,120,66,26,34,114,9,103,30,True,1528623153
46,48,108,86,87,10,25,69,51,101,True,1528117909
95,92,29,64,88,76,54,53,69,86,False,1524596820
34,80,78,103,87,72,19,40,30,88,False,1524476671
9,54,69,26,3,12,52,108,51,37,True,1528266623
94,19,97,79,119,43,54,13,112,14,True,1524569258
61,52,120,87,51,106,80,43,68,100,True,1527926691
76,43,120,16,3,94,52,38,83,37,False,1527996850
45,92,69,104,30,15,109,55,28,64,False,1524519921
4,40,38,66,3,49,106,43,87,85,True,1528025613
113,38,4,52,101,25,72,86,60,37,True,1528090107
67,49,55,16,3,4,43,60,101,37,True,1527998321
11,19,103,88,3,25,54,29,16,86,True,1524560081
34,92,38,21,85,49,12,90,69,30,True,1527924494
94,43,78,16,87,25,72,19,79,26,True,1524388393
10,43,120,66,86,11,15,104,28,37,True,1527922866
1,98,29,52,60,76,15,77,16,87,True,1528024850
52,48,104,30,16,72,106,65,26,62,False,1527904873
80,90,81,119,86,8,76,64,100,38,False,1524418227
54,72,78,100,87,49,15,57,64,89,False,1527908754
15,43,102,100,68,23,76,41,16,101,False,1524475861
114,4,69,22,87,77,17,89,96,64,True,1528361996
12,76,108,52,51,25,54,13,86,16,True,1524452922
12,74,21,38,20,18,34,60,101,3,False,1528604858
54,17,16,51,87,80,49,110,102,89,False,1524636052
8,55,43,16,86,72,92,88,91,87,False,1524510131
12,49,65,110,83,52,72,38,16,60,False,1527946342
46,72,38,52,103,10,19,16,86,68,True,1524589797
44,25,38,19,68,72,57,20,100,86,False,1524510294
76,102,40,62,86,114,47,20,28,52,True,1524369486
48,76,100,86,51,95,35,57,20,66,False,1524461723
46,48,69,107,37,25,89,19,88,87,False,1524471726
72,81,52,57,89,10,43,86,101,60,True,1524485080
109,76,120,100,101,82,45,108,107,68,True,1524683039
23,54,16,62,86,49,40,29,52,88,True,1524560604
11,15,78,100,3,46,43,38,51,87,True,1528016251
8,43,69,28,3,10,92,102,87,89,False,1524549787
10,43,2,103,87,94,69,9,64,89,True,1528020615
80,22,9,86,85,93,108,13,3,51,True,1528520723
94,72,108,3,89,43,13,76,51,68,True,1524686291
72,39,4,119,64,54,34,69,21,66,False,1528549573
21,114,108,7,3,72,54,102,91,87,False,1524682845
39,15,19,68,119,76,38,54,111,103,False,1524420027
109,45,69,110,87,35,76,16,41,3,False,1524554873
8,98,97,86,60,25,49,29,16,52,False,1524396475
106,55,43,88,64,78,49,12,37,16,True,1527908700
22,93,69,16,87,95,23,38,101,64,True,1528289453
4,54,38,16,87,72,93,64,85,88,True,1527917123
72,38,98,71,30,12,53,102,100,20,False,1524405733
8,49,39,120,30,25,54,38,100,87,True,1524338215
114,43,77,22,60,48,25,69,78,87,True,1528188148
109,15,55,120,86,76,53,60,26,89,False,1524517192
106,77,60,21,30,12,108,49,101,20,True,1528085149
95,39,55,88,3,12,53,16,52,119,True,1524526065
8,40,97,30,62,72,52,77,88,86,False,1524564028
6,34,42,85,20,73,2,70,64,101,True,1537361136
74,41,53,88,85,61,63,7,75,20,True,1537443725
44,49,102,3,91,25,67,78,37,119,False,1538306526
109,27,34,53,75,61,110,81,64,103,True,1538310587
67,23,42,21,112,12,4,36,27,7,True,1538293241
39,70,85,5,83,14,95,9,23,20,True,1539575675
44,76,16,27,26,94,74,9,14,107,True,1539636831
11,32,7,75,119,8,74,9,84,14,False,1539642783
67,34,63,26,23,22,81,9,37,7,False,1539779453
11,41,99,62,14,56,74,84,86,32,True,1539646095
8,17,42,97,86,109,25,78,23,3,True,1539774246
109,25,2,110,86,49,54,97,119,3,True,1538945593
11,40,104,68,91,10,63,96,112,31,False,1539369901
35,56,38,50,84,94,2,6,92,119,True,1539366350
10,22,9,5,88,11,4,13,7,112,True,1539087016
113,96,45,119,110,109,74,84,19,50,False,1539539141
63,49,2,7,75,42,19,96,86,5,False,1539096424
9,12,36,5,75,109,33,74,50,7,False,1539464362
109,9,97,7,85,41,36,63,110,103,False,1539270067
73,63,84,60,86,61,6,33,19,3,True,1539200102
17,2,92,83,110,95,9,4,85,84,True,1538843430
36,9,78,84,50,12,23,97,25,3,True,1539458771
9,10,96,5,2,11,40,63,7,84,True,1539282522
74,95,2,7,3,19,70,63,5,100,True,1538931912
109,9,19,62,3,95,74,102,7,84,True,1539259356
61,98,19,110,75,54,104,2,112,85,False,1539009769
17,109,36,7,5,59,106,78,112,19,False,1539262287
72,9,96,91,3,41,4,45,7,31,True,1539091976
25,63,20,28,84,74,32,97,53,119,False,1539017767
1,36,75,97,21,25,67,9,5,7,True,1538926499
99,68,41,84,91,10,6,33,92,7,False,1539356545
73,41,19,119,31,56,63,36,88,84,False,1538850636
61,36,19,90,3,54,104,63,110,7,True,1539005885
82,17,19,53,110,59,63,104,7,84,False,1539196762
92,6,2,63,85,70,81,22,25,84,True,1539183115
12,17,33,7,50,109,106,19,3,62,True,1539373440
97,6,63,33,83,61,2,32,3,19,True,1538847030
63,22,78,5,84,109,59,96,110,83,False,1539452000
41,22,19,87,62,49,63,102,100,84,True,1539191731
17,42,110,84,58,25,36,56,5,28,False,1539108788
61,67,19,103,3,109,2,22,112,75,False,1539014010
67,34,58,19,3,17,12,84,119,85,False,1539026716
25,93,90,2,112,10,36,84,65,7,True,1539000017
10,33,74,19,85,46,2,56,110,83,True,1539455466
73,56,83,110,96,6,34,45,84,7,True,1539360454
12,25,112,107,85,1,36,2,110,83,True,1539532877
12,63,47,103,31,39,6,86,2,84,True,1539274940
59,9,106,62,5,67,40,96,112,107,True,1539100303
113,106,42,110,119,12,56,25,84,75,False,1538936401
46,9,96,79,83,25,63,84,112,53,True,1538922007
25,20,114,112,85,46,63,36,5,83,False,1539286307
73,10,70,5,88,92,6,40,21,84,False,1538942392
59,36,75,19,86,63,56,78,7,84,False,1539185862
72,45,104,27,91,35,63,33,110,83,False,1539448158
73,9,96,83,86,67,53,19,119,75,False,1539103960
63,106,2,110,85,95,45,84,119,75,False,1538838937
61,106,96,87,86,109,63,92,83,31,False,1539173233
56,63,84,119,83,33,6,25,7,3,False,1539030757
63,23,33,53,83,17,6,58,7,3,False,1539021911
6,92,63,84,107,10,4,2,119,31,False,1539442838
113,25,70,88,112,40,109,45,119,84,True,1539113566
109,63,92,50,103,41,74,33,19,3,False,1539543972
73,36,84,112,86,1,45,63,88,85,False,1538834430
109,40,96,112,119,106,97,63,5,7,True,1539176837
67,25,110,19,83,46,6,96,20,84,False,1539579813
114,61,112,2,110,72,13,65,101,91,True,1539675110
109,9,70,112,7,19,34,36,119,88,False,1539855592
19,67,45,27,84,4,9,42,16,64,False,1539684319
61,20,38,33,83,17,9,5,96,84,True,1539688883
46,9,110,100,84,25,58,39,103,3,True,1539666393
17,63,2,110,85,36,7,53,74,70,False,1539699717
73,9,53,45,112,67,22,64,2,75,False,1539693084
12,17,112,84,53,109,52,9,85,50,True,1539608184
77,4,36,51,83,114,6,63,20,84,True,1539600006
63,25,58,86,88,9,22,41,112,84,False,1539842156
72,2,59,91,75,10,23,112,9,31,True,1539590995
109,13,2,112,107,94,63,25,96,83,True,1539596182
67,9,97,5,50,22,63,19,86,7,True,1539755939
1,36,29,53,86,109,45,106,88,20,True,1539752902
72,36,86,91,119,63,13,20,83,31,True,1539678935
36,9,114,100,111,113,56,29,112,65,True,1539670278
63,10,19,112,75,109,49,110,102,84,False,1539763296
109,46,9,110,3,82,21,36,27,88,False,1539588262
73,36,104,20,83,12,106,45,88,103,False,1539582510
82,63,84,110,50,9,23,90,78,85,True,1539604082
73,9,45,112,31,74,63,7,96,75,False,1539839036
10,25,29,85,5,12,49,63,110,84,True,1539760540
95,19,47,86,66,109,49,25,112,7,False,1538741101
109,34,19,32,84,74,41,70,110,83,False,1538753034
46,72,9,29,91,25,114,19,110,83,True,1539358423
109,76,36,64,20,74,52,19,5,2,True,1539349216
9,6,98,2,84,46,67,96,64,100,False,1539345397
109,46,84,112,119,61,108,67,7,3,True,1539354620
109,39,42,86,112,73,9,2,7,5,False,1538741538
72,19,65,91,110,106,70,36,119,64,True,1538745097
49,63,42,51,66,33,17,41,75,7,False,1539354677
63,53,9,2,5,82,95,97,119,7,False,1538753296
44,42,97,45,85,61,6,9,112,7,False,1539349659
46,9,112,84,107,59,17,36,64,88,False,1538748809
41,106,33,27,20,17,12,4,64,85,True,1539350712
72,36,104,26,91,10,77,2,64,7,True,1538752181
109,33,34,7,75,12,25,96,5,84,True,1539359754
46,6,110,19,83,47,70,2,30,119,True,1538748173
17,36,6,88,5,49,45,12,100,112,True,1539359064
9,17,42,25,31,70,63,67,7,50,True,1538748995
67,17,2,22,75,109,106,16,25,5,True,1538745024
12,19,23,26,5,10,9,2,112,88,False,1539354629
25,6,84,112,3,46,63,36,110,7,True,1539789134
98,12,92,119,84,1,96,36,31,103,False,1539696890
9,63,70,68,7,4,22,110,36,19,True,1539616502
10,96,45,7,3,72,61,104,91,31,False,1539709498
109,74,19,75,84,12,9,97,110,83,False,1539612211
109,110,96,21,84,8,59,97,112,7,True,1539700329
11,36,2,101,84,10,45,19,31,107,False,1539705878
25,54,112,84,28,10,15,96,31,88,False,1539714025
4,34,36,119,85,12,22,96,25,84,False,1539628436
67,96,19,75,112,72,40,84,91,27,False,1539799239
10,19,22,27,88,12,49,45,110,84,True,1539802649
10,56,112,2,84,72,101,19,3,91,True,1539620964
8,19,36,86,84,63,74,96,5,7,False,1539793801
45,78,95,119,83,73,63,19,25,110,False,1539624933
63,106,65,84,75,74,9,2,110,83,True,1539806100
98,49,36,107,31,69,114,13,64,91,True,1505988418
43,58,41,60,111,9,12,40,5,7,True,1506089148
40,9,63,89,87,49,58,77,60,111,False,1506074337
54,39,69,58,3,19,40,65,68,91,True,1509111555
1,63,61,31,71,4,47,65,60,87,False,1506122446
12,63,98,68,88,47,114,104,75,60,True,1506250525
13,12,65,68,107,4,53,54,100,111,True,1506087704
114,9,69,58,27,63,45,65,68,107,False,1506101257
8,36,45,60,26,18,4,65,91,71,True,1509298132
74,81,65,60,86,44,63,104,69,31,True,1506119216
13,61,44,71,87,73,63,6,51,68,True,1506107367
4,108,17,86,50,35,53,41,64,107,True,1506116432
73,78,16,76,111,114,53,49,62,112,False,1506108006
13,36,93,60,87,94,77,65,68,71,True,1506243888
40,45,66,53,86,18,35,65,112,107,True,1506251079
1,45,114,79,88,95,36,41,86,68,True,1506269411
92,99,38,88,50,67,13,112,64,60,True,1506075393
61,39,36,7,87,25,70,65,107,31,False,1506091534
18,40,43,62,112,106,63,69,71,91,True,1506022427
17,63,29,68,88,11,114,53,7,27,False,1505910031
39,59,40,112,71,63,74,7,28,31,False,1506040527
53,41,9,58,30,40,61,69,64,71,False,1506018023
49,53,72,66,107,44,99,97,60,112,False,1509294337
4,8,57,16,86,46,15,69,107,31,True,1506118423
61,43,38,107,50,95,4,58,112,60,False,1509130975
109,65,40,71,85,12,52,53,62,3,False,1509274933
1,36,55,87,62,19,54,65,91,100,False,1506003372
18,47,58,23,31,25,60,63,66,87,False,1506178769
25,40,64,7,68,39,56,108,23,31,False,1506103706
22,7,63,62,64,19,36,107,91,86,False,1506006250
63,53,74,20,71,92,77,65,107,50,True,1506017108
106,9,13,7,50,17,54,69,100,91,False,1506017193
12,13,114,7,37,1,97,45,75,71,False,1506189728
59,55,36,71,31,15,41,45,64,7,True,1506013753
65,39,81,68,60,61,13,77,16,87,False,1506124619
4,43,53,62,3,9,13,114,60,64,True,1509042319
94,77,65,7,50,12,36,104,75,71,True,1506219780
13,6,65,86,68,12,74,40,16,31,False,1506185944
92,65,6,27,88,61,8,13,86,60,True,1506084760
9,63,13,7,31,1,40,27,65,71,True,1506289660
17,114,97,7,86,113,13,106,62,3,False,1506203583
106,81,58,107,30,114,69,43,86,71,False,1509106778
114,9,65,7,112,73,13,20,51,87,True,1509195879
12,45,104,107,68,4,38,35,90,87,False,1506193067
48,49,53,69,50,13,36,63,71,112,False,1506110478
82,36,65,75,107,56,4,13,27,88,True,1506132355
74,56,65,31,51,4,81,69,60,68,True,1506036024
47,20,16,66,3,12,106,97,86,71,True,1509308688
40,49,90,58,71,73,92,13,3,88,False,1506027428
59,108,36,3,107,41,25,40,51,101,True,1506166067
8,106,97,86,60,43,56,64,50,107,True,1509032014
9,22,41,7,101,109,36,16,23,68,True,1506002744
80,9,38,64,7,46,13,54,16,3,False,1509210564
44,43,33,60,31,13,63,92,51,64,True,1506029624
1,45,55,31,7,35,36,58,16,3,True,1506105936
106,40,92,107,112,39,114,13,86,85,False,1509204911
80,9,64,71,3,106,36,38,51,31,True,1509126494
43,4,57,107,87,1,40,55,16,31,True,1509026756
53,35,4,16,50,11,81,13,112,107,True,1505879937
12,69,45,7,31,42,35,33,75,60,False,1506111494
1,53,36,7,112,114,13,40,31,51,True,1505894687
36,56,41,71,85,19,61,69,86,91,True,1506103693
4,53,43,86,88,46,41,13,7,64,False,1506122725
17,63,51,58,87,46,4,40,16,112,True,1506002971
109,53,40,16,37,1,98,97,62,31,False,1506036469
4,88,31,38,100,56,13,65,60,112,False,1506127583
4,61,36,87,71,9,114,53,7,3,True,1509283178
41,39,97,16,27,8,13,36,23,31,True,1505888758
53,106,54,7,111,18,61,65,68,71,True,1505904789
63,39,18,88,68,76,54,7,62,50,True,1506086214
56,43,65,31,107,25,63,40,66,86,True,1506266661
1,69,40,86,62,113,36,51,64,88,True,1506273792
1,36,65,51,50,74,114,88,71,31,False,1506284352
74,18,60,7,86,39,41,97,62,75,False,1506044385
9,55,54,107,31,80,88,64,71,68,False,1506278198
13,109,70,7,27,106,41,22,68,51,False,1505899372
4,41,29,100,31,13,6,65,75,16,True,1505988433
39,18,13,7,68,114,43,51,107,111,True,1505826441
114,81,13,68,107,4,18,104,88,75,True,1506081614
1,39,36,107,68,13,41,65,16,111,False,1505984895
36,113,27,51,60,47,77,104,88,75,True,1506178890
33,8,104,31,107,13,18,68,65,7,True,1506215390
53,98,63,75,107,73,36,58,7,111,False,1506020682
109,39,97,107,68,94,13,56,28,111,True,1505884444
36,40,57,7,31,35,41,38,101,62,True,1506175388
109,17,65,60,50,46,93,53,100,27,True,1506111235
12,106,40,69,31,74,53,36,60,75,False,1509289388
12,40,92,7,27,64,4,38,68,71,False,1506031346
82,36,102,71,37,45,77,13,60,50,True,1506039613
25,9,36,92,23,95,39,40,68,88,False,1505995708
73,63,58,107,87,4,22,65,51,30,True,1506182191
73,40,104,28,111,114,81,58,86,88,False,1506092925
19,59,108,91,50,13,56,45,71,31,False,1506193733
18,46,65,71,86,76,95,97,75,88,False,1506007408
106,80,36,62,88,9,54,51,16,31,True,1506161547
47,45,104,100,64,77,25,57,7,31,False,1506029519
80,13,38,7,37,42,65,4,75,71,True,1506113810
94,63,41,16,68,40,45,69,90,27,False,1506000513
1,47,97,107,68,36,9,58,23,31,True,1506024491
9,36,39,7,87,18,15,65,86,91,True,1506089629
63,9,16,60,68,39,6,58,7,111,True,1506003069
46,41,19,87,91,7,36,104,75,88,True,1506108445
39,45,114,60,3,49,4,96,107,31,True,1509201180
18,61,40,7,90,13,53,54,86,88,True,1509224338
94,104,36,65,60,1,9,69,89,64,False,1505984984
109,9,13,68,107,92,16,104,63,31,False,1506168534
53,4,47,26,84,11,114,69,31,28,False,1505999325
59,108,104,60,91,106,70,40,16,27,False,1509102824
39,40,65,16,111,47,63,36,86,7,False,1506172110
92,81,40,16,68,74,63,41,60,111,False,1506165151
18,15,65,51,75,106,53,54,7,87,True,1506127661
98,9,53,64,71,36,61,55,7,31,False,1506006993
76,97,95,88,64,47,41,112,68,16,False,1506031002
49,114,53,68,71,17,77,108,88,91,False,1506037011
43,81,40,51,50,113,9,108,71,3,False,1509190143
46,45,114,7,3,1,13,97,86,83,True,1506255061
59,40,108,88,50,35,54,13,86,51,True,1506038821
25,54,53,51,20,39,81,65,64,7,True,1509185163
25,18,13,7,111,47,40,41,51,68,False,1505884993
36,9,58,27,60,45,8,40,3,51,False,1506186169
41,114,9,68,88,15,78,13,64,60,True,1506006310
36,41,65,16,68,80,106,38,23,31,False,1506280228
25,18,69,68,7,44,97,20,111,107,True,1505831808
36,114,65,64,71,74,63,53,112,88,False,1506104113
47,77,40,86,75,59,55,60,36,111,True,1506010001
98,39,47,16,86,114,45,33,51,3,False,1506197481
53,36,104,16,64,25,63,65,60,68,False,1506109023
114,13,108,23,68,40,54,49,7,111,True,1506272302
46,95,65,107,31,13,12,104,51,3,True,1506293295
6,36,63,7,31,12,40,39,66,88,False,1506265317
18,49,78,91,84,39,98,53,16,3,False,1509279414
67,61,38,86,66,106,9,65,112,88,True,1509037379
56,70,13,88,111,47,42,108,16,68,True,1506132203
25,18,55,68,23,95,38,40,90,86,True,1506261760
63,39,98,86,68,17,53,41,71,87,False,1506126650
13,12,65,91,64,106,63,36,111,51,False,1506125266
73,13,104,28,31,11,99,65,16,86,True,1506157255
82,9,53,71,75,61,13,98,51,31,False,1506043645
52,53,20,91,71,36,63,40,86,7,True,1509098734
4,40,65,71,31,8,36,55,7,3,True,1506270112
106,36,56,60,27,94,41,64,71,68,False,1506025065
40,92,38,88,50,53,56,104,87,28,True,1506070840
40,63,106,3,7,6,53,45,51,68,False,1506182405
54,39,16,68,91,63,47,65,60,87,False,1506081935
74,36,69,88,68,4,9,65,64,62,False,1506297239
18,114,64,31,88,109,36,97,60,27,True,1506096563
113,78,106,31,71,4,76,65,86,100,True,1506024521
73,12,88,69,87,53,95,61,58,3,True,1506103730
40,69,114,31,7,39,4,53,86,71,True,1509218513
39,69,18,60,87,47,53,4,71,75,True,1506082739
35,20,78,58,84,25,98,45,9,71,True,1509304243
114,43,41,107,68,53,39,81,23,111,True,1505913959
44,61,40,112,107,73,63,104,58,3,True,1509115686
11,96,58,51,31,47,40,41,88,68,False,1506161068
4,12,97,88,31,73,13,56,60,50,True,1506114883
9,4,65,7,3,13,25,56,28,31,True,1506007349
8,34,92,86,107,39,98,40,30,28,False,1505995949
17,114,13,27,107,106,4,51,60,31,False,1506070745
54,98,55,28,86,94,47,65,75,71,False,1506113724
25,13,18,111,7,43,41,97,68,107,False,1505879952
19,104,38,91,88,44,13,97,31,60,False,1506089093
9,63,104,68,107,1,40,62,3,51,True,1506189646
54,40,88,16,111,9,41,63,107,68,False,1506025446
81,40,55,71,31,47,56,53,86,30,True,1506085540
95,36,78,58,84,109,61,40,86,112,True,1509120812
19,47,55,30,71,13,99,114,3,91,False,1506099671
19,41,7,91,101,59,22,38,88,111,True,1506099796
63,13,104,86,71,4,106,65,7,75,False,1506208281
1,13,63,111,71,73,99,65,88,87,False,1506211995
46,18,58,27,60,39,98,4,88,75,False,1506247292
40,6,41,86,75,81,36,51,111,88,False,1506011071
95,47,57,71,64,61,53,114,60,3,True,1506022654
43,13,77,87,88,46,109,65,60,50,False,1506127873
109,36,65,100,31,46,8,53,90,84,True,1504469542
35,56,41,87,68,109,76,51,23,50,True,1499543208
39,4,65,31,107,13,53,63,71,27,False,1504466093
39,55,9,7,111,15,36,88,85,86,True,1499626535
54,13,41,101,27,46,73,75,7,5,False,1499623636
43,63,104,92,7,39,54,57,71,87,False,1499548404
49,36,15,7,31,106,99,18,5,88,True,1499551216
25,99,72,50,51,1,39,36,16,5,False,1499547087
54,13,104,58,86,46,15,92,7,27,False,1499537876
74,54,7,3,75,43,55,15,88,86,True,1499543991
109,25,33,91,18,95,34,97,27,31,False,1496137878
11,70,41,30,51,39,77,16,75,23,False,1497085535
25,8,29,51,37,95,13,55,16,5,True,1496387451
109,39,55,107,87,8,11,51,28,27,True,1495533461
25,70,60,65,27,11,95,29,51,20,False,1495778537
8,15,104,100,111,40,99,16,23,5,False,1497077390
18,44,55,62,27,25,95,102,88,5,False,1495867932
8,25,65,58,5,39,99,70,90,27,True,1496307686
10,49,51,5,83,46,55,63,37,16,False,1494741893
25,99,57,60,5,77,76,41,27,84,False,1496656510
13,77,65,83,87,25,93,104,62,64,True,1496048196
25,63,104,107,101,74,67,51,83,64,True,1495361358
15,25,58,65,27,63,74,60,87,88,False,1496298038
10,106,51,75,23,43,18,16,27,32,True,1496819674
54,55,106,62,27,43,8,102,5,23,True,1494929834
39,44,55,16,86,11,70,51,84,37,False,1495955681
